transaction_id,date,location_id,product_id,quantity,unit_price_sold,gross_sales_amt,discount_amount,is_returned,return_reason
af65e56355f2,1/21/2019,L001_WEB,P021,3,32.94,98.82,0,FALSE,
f64fd8cd0270,1/24/2019,S015,P049,1,28.37,28.37,0,FALSE,
14e9e9b1b552,1/2/2019,L001_WEB,P019,1,25.08,25.08,0,FALSE,
bfb20f9cc6d2,1/18/2019,L001_WEB,P056,1,108.81,108.81,0,FALSE,
9f0d56803586,1/31/2019,L001_WEB,P004,1,120.42,120.42,0,FALSE,
824b767aba3b,1/24/2019,L001_WEB,P123,3,44.66,133.98,0,FALSE,
600ed67eaf1b,1/13/2019,S019,P062,1,76.01,76.01,0,FALSE,
98e59320f265,1/18/2019,S013,P092,1,89.68,89.68,0,FALSE,
89272064095f,1/15/2019,S004,P026,2,58.83,117.66,0,FALSE,
36d3e9c7168b,1/11/2019,L001_WEB,P053,1,37.63,37.63,0,FALSE,
768db9710f93,1/8/2019,S004,P038,1,31.46,31.46,0,FALSE,
ea9b8a4aed82,1/24/2019,S004,P107,1,88.98,88.98,0,FALSE,
56cf8112f4cf,1/19/2019,L001_WEB,P063,1,80.51,80.51,0,FALSE,
a6640e463fbc,1/9/2019,S002,P126,4,97.57,390.28,0,FALSE,
caa90604869f,1/6/2019,L001_WEB,P091,1,37.19,37.19,0,FALSE,
fcadbb77e2a8,1/30/2019,S009,P139,5,68.01,340.05,0,FALSE,
339aea5b4bcf,1/27/2019,S010,P020,3,71.42,214.26,0,FALSE,
23bf8dccc6d1,1/14/2019,L001_WEB,P036,2,111.95,223.9,0,FALSE,
f17242175460,1/1/2019,L001_WEB,P056,1,108.81,108.81,0,FALSE,
b13462ff9836,1/22/2019,S010,P124,1,93.04,93.04,10.71,FALSE,
9719319eb8f9,1/1/2019,S005,P136,2,59.73,119.46,0,FALSE,
7ae5337c2a2f,1/17/2019,S020,P111,2,78.89,157.78,0,FALSE,
7.97443E+11,1/4/2019,S011,P135,1,47.96,47.96,21.08,FALSE,
5f9ae21dcaeb,1/9/2019,L001_WEB,P102,1,81.83,81.83,0,FALSE,
99a8f29f55ab,1/8/2019,L001_WEB,P058,1,58.55,58.55,0,FALSE,
01ee1c7def31,1/28/2019,S011,P009,1,64.39,64.39,29,FALSE,
8f152a87b3e8,1/1/2019,L001_WEB,P044,1,18.77,18.77,0,FALSE,
591a0630dacd,1/11/2019,S008,P145,4,26.76,107.04,0,FALSE,
39f9c6dc12c8,1/30/2019,S023,P011,1,28.81,28.81,0,FALSE,
05fe19c0e44f,1/19/2019,S008,P122,1,36.82,36.82,0,FALSE,
de30e7b35dc1,1/9/2019,L001_WEB,P140,1,17.91,17.91,2.98,FALSE,
9f1299f160d6,1/31/2019,S011,P054,1,116.79,116.79,0,FALSE,
20002ec5e088,1/13/2019,S003,P020,1,71.42,71.42,0,FALSE,
6313698fd248,1/28/2019,S007,P100,1,111.84,111.84,0,FALSE,
e0993fca959c,1/24/2019,S023,P036,2,111.95,223.9,0,FALSE,
dd67b3ee8b66,1/24/2019,L001_WEB,P089,1,101.47,101.47,0,FALSE,
f563e7b27683,1/11/2019,S024,P102,4,55.09,220.36,106.96,FALSE,
ac56ea7a1b3e,1/15/2019,S022,P126,1,97.57,97.57,0,FALSE,
c65fc52e0693,1/6/2019,L001_WEB,P150,1,106.05,106.05,13.36,FALSE,
44fc22a2c370,1/23/2019,L001_WEB,P019,1,25.08,25.08,0,FALSE,
2c76de98fce4,1/21/2019,L001_WEB,P040,2,98.81,197.62,0,FALSE,
d3d9b6dba115,1/1/2019,L001_WEB,P079,1,47.14,47.14,0,FALSE,
569e3f12b22e,1/3/2019,L001_WEB,P048,1,68.61,68.61,0,FALSE,
76656f49e58b,1/4/2019,S012,P007,1,31.36,31.36,0,FALSE,
025f5f3ce9d1,1/26/2019,L001_WEB,P084,2,88.42,176.84,17.78,FALSE,
4d98b47c1b83,1/24/2019,L001_WEB,P144,3,98.47,295.41,0,FALSE,
deab6c76bc4b,1/6/2019,S019,P098,1,110.49,110.49,0,FALSE,
a9a3f9475c8c,1/5/2019,L001_WEB,P017,1,100.21,100.21,0,FALSE,
6931cc195a0c,1/26/2019,S018,P020,1,71.42,71.42,0,FALSE,
931bfdd71623,1/16/2019,L001_WEB,P051,1,61.08,61.08,0,TRUE,Wrong Shade
28798b7297d8,1/11/2019,L001_WEB,P098,2,110.49,220.98,0,FALSE,
e2b2421e055f,1/27/2019,S013,P035,1,104.32,104.32,0,FALSE,
b81591f68197,1/16/2019,S010,P081,1,44.87,44.87,0,FALSE,
072f8fafba09,1/24/2019,S020,P126,4,97.57,390.28,0,FALSE,
62f4fd5aab32,1/9/2019,S014,P101,1,120.99,120.99,0,FALSE,
1c2e9ba9a91a,1/18/2019,S017,P047,1,32.16,32.16,0,FALSE,
d6e094b16011,1/15/2019,L001_WEB,P054,1,116.79,116.79,0,FALSE,
e899d878df40,1/27/2019,L001_WEB,P105,1,73.63,73.63,0,FALSE,
41567f8addf1,1/9/2019,S015,P040,2,98.81,197.62,0,FALSE,
37ee397ba917,1/20/2019,S017,P123,1,44.66,44.66,0,FALSE,
45540b550f81,1/28/2019,S025,P108,1,51.09,51.09,0,FALSE,
88e560cc6c73,1/29/2019,S001,P138,1,59.61,59.61,0,FALSE,
77578a0f85cd,1/8/2019,L001_WEB,P091,1,37.19,37.19,0,FALSE,
85607e3b65b7,1/21/2019,S016,P103,4,51.56,206.24,0,FALSE,
0c9dd752e380,1/4/2019,L001_WEB,P003,1,63.22,63.22,0,FALSE,
aa87cf9b70b0,1/18/2019,S023,P149,1,31.56,31.56,11.96,FALSE,
232fc492c453,1/22/2019,S020,P129,1,94.35,94.35,0,FALSE,
41497f3dd176,1/10/2019,S002,P107,3,56.39,169.17,97.77,FALSE,
826401555a74,1/12/2019,S015,P080,1,91.56,91.56,0,FALSE,
48f9ee40a3ba,1/12/2019,S015,P122,1,36.82,36.82,0,FALSE,
debf7e1d6c63,1/3/2019,L001_WEB,P077,1,117.7,117.7,0,TRUE,Wrong Shade
a686d6cd18ec,1/21/2019,S021,P028,1,67.96,67.96,44.71,FALSE,
c5a952907aad,1/6/2019,S005,P142,1,23.38,23.38,0,FALSE,
9908e7efddc8,1/8/2019,S018,P104,1,38.34,38.34,0,FALSE,
eaebc7e01ee1,1/13/2019,L001_WEB,P008,2,49.37,98.74,0,FALSE,
a07949b22156,1/14/2019,S021,P100,1,83.25,83.25,28.59,FALSE,
8edd2f370552,1/26/2019,L001_WEB,P017,1,100.21,100.21,0,FALSE,
9dd927ddb760,1/12/2019,L001_WEB,P084,1,97.31,97.31,0,FALSE,
db7d0386f840,1/16/2019,S022,P136,4,59.73,238.92,0,FALSE,
04fabd4f5a76,1/13/2019,L001_WEB,P030,1,18.35,18.35,0,FALSE,
8297205d352a,1/27/2019,L001_WEB,P077,3,117.7,353.1,0,FALSE,
a2e0649292bd,1/11/2019,S023,P031,1,26.92,26.92,10.2,FALSE,
b8dbfb4e2119,1/13/2019,S023,P108,1,51.09,51.09,0,FALSE,
aef17f98dbf0,1/16/2019,S008,P138,1,59.61,59.61,0,FALSE,
15fe5a351b5a,1/18/2019,S010,P043,1,54.18,54.18,0,FALSE,
7bc96b4df96b,1/15/2019,S003,P014,2,87.34,174.68,0,FALSE,
91ffffb15d3e,1/7/2019,L001_WEB,P099,4,72.51,290.04,0,FALSE,
913ac171dfaa,1/22/2019,L001_WEB,P126,1,97.57,97.57,0,FALSE,
e0d1db4e1731,1/3/2019,S012,P145,1,26.76,26.76,0,FALSE,
1dcb137c0915,1/9/2019,S015,P058,1,58.55,58.55,0,FALSE,
91147cc8d524,1/24/2019,S017,P127,1,98.44,98.44,0,FALSE,
7babf07d0ba1,1/25/2019,S017,P140,2,20.89,41.78,0,FALSE,
3dd6d3863398,1/2/2019,L001_WEB,P113,1,65.27,65.27,0,FALSE,
a327cc6698d3,1/27/2019,S004,P064,1,26.57,26.57,0,FALSE,
7717633b33e8,1/12/2019,L001_WEB,P023,1,124.71,124.71,0,FALSE,
6f130952909a,1/8/2019,S007,P054,2,116.79,233.58,0,FALSE,
c990f6df786c,1/23/2019,S002,P110,1,67.64,67.64,21.51,FALSE,
50bb6b20d95a,1/2/2019,S021,P146,1,86.52,86.52,38.47,FALSE,
45b5338c6362,1/23/2019,L001_WEB,P075,1,34.88,34.88,0,FALSE,
d4a3330ff1d5,1/29/2019,L001_WEB,P025,1,85.14,85.14,0,FALSE,
8d89900db22a,1/2/2019,L001_WEB,P071,2,117.4,234.8,0,FALSE,
9bdb6ce02f9d,1/8/2019,S016,P038,2,31.46,62.92,0,FALSE,
f9b43c837f32,1/22/2019,S010,P101,1,120.99,120.99,0,FALSE,
62ab85a9f47c,1/14/2019,L001_WEB,P097,1,88.62,88.62,0,FALSE,
95aed64f208b,1/3/2019,L001_WEB,P104,1,38.34,38.34,0,FALSE,
9a43111ec4f7,1/12/2019,S013,P117,4,104.3,417.2,0,TRUE,Gift Return
3971eaf0295c,1/3/2019,L001_WEB,P118,1,44.2,44.2,0,FALSE,
0e5a3dd1ac69,1/26/2019,S018,P137,1,41.48,41.48,0,FALSE,
d49da6f2fe3d,1/16/2019,S013,P069,1,89.66,89.66,0,FALSE,
1429992423c4,1/5/2019,L001_WEB,P145,2,26.76,53.52,0,FALSE,
47f0d365999c,1/25/2019,L001_WEB,P013,1,40.42,40.42,0,FALSE,
6f24ea8ce53f,1/1/2019,S025,P032,3,86.37,259.11,0,FALSE,
49c46bddc243,1/31/2019,L001_WEB,P110,1,89.15,89.15,0,FALSE,
e712473777de,1/21/2019,L001_WEB,P078,1,30.35,30.35,0,FALSE,
5828d9a68131,1/21/2019,S018,P093,1,102.25,102.25,0,FALSE,
00406b8bef10,1/6/2019,S023,P014,1,57.65,57.65,29.69,FALSE,
a1eace6864e0,1/21/2019,S025,P024,2,25.02,50.04,5.42,FALSE,
633ce5c4a398,1/8/2019,S015,P133,1,55.02,55.02,7.47,FALSE,
381bd5ec4ab2,1/28/2019,L001_WEB,P109,1,92.6,92.6,0,FALSE,
88103b13499b,1/3/2019,L001_WEB,P027,1,110.1,110.1,0,FALSE,
d9ed738dba50,1/13/2019,S016,P035,1,104.32,104.32,0,FALSE,
b28f3359d3eb,1/19/2019,S007,P003,1,63.22,63.22,0,FALSE,
cebab0e39be7,1/7/2019,S002,P039,3,74.46,223.38,0,FALSE,
7eafa040fab9,1/7/2019,S022,P023,2,124.71,249.42,0,FALSE,
cc41a23d4d7a,1/24/2019,L001_WEB,P099,1,72.51,72.51,0,FALSE,
1c3f4fe88ef1,1/8/2019,S004,P071,1,117.4,117.4,0,FALSE,
73b68a1644e2,1/24/2019,L001_WEB,P073,2,40.81,81.62,0,FALSE,
14a56e36629b,1/22/2019,S003,P078,1,30.35,30.35,0,FALSE,
8f5768168312,1/13/2019,L001_WEB,P076,1,87.98,87.98,0,FALSE,
fe14cb65b1bc,1/8/2019,L001_WEB,P127,1,98.44,98.44,0,FALSE,
94749eb03ab4,1/3/2019,L001_WEB,P136,2,54.59,109.18,10.28,FALSE,
4959748be176,1/13/2019,S011,P146,1,124.99,124.99,0,FALSE,
b47f21a9ee08,1/16/2019,S015,P019,1,23.17,23.17,1.91,FALSE,
2c682af7391f,1/2/2019,S008,P102,1,81.83,81.83,0,FALSE,
82ff3bbb24ae,1/14/2019,S024,P109,2,64.14,128.28,56.92,FALSE,
1d3281fed393,1/9/2019,L001_WEB,P022,1,63.84,63.84,0,FALSE,
aa85ec7afe60,1/26/2019,L001_WEB,P040,1,98.81,98.81,0,FALSE,
c9083250bd57,1/27/2019,S020,P017,1,61.06,61.06,39.15,FALSE,
32cf7b83e97e,1/8/2019,L001_WEB,P023,3,124.71,374.13,0,FALSE,
7b98a5c80b48,1/2/2019,S024,P080,1,91.56,91.56,0,FALSE,
007311a14af9,1/1/2019,L001_WEB,P036,2,111.95,223.9,0,FALSE,
09708b6e276d,1/17/2019,S024,P133,2,62.49,124.98,0,FALSE,
fefbd01de3b9,1/5/2019,L001_WEB,P069,2,89.66,179.32,0,FALSE,
4844e5bf3478,1/11/2019,S021,P110,1,58.62,58.62,30.53,FALSE,
fcbb4416fc42,1/3/2019,S006,P128,1,59.55,59.55,25.51,FALSE,
68734740c2b6,1/12/2019,S025,P041,1,124.48,124.48,0,FALSE,
96dcfdc730fc,1/24/2019,L001_WEB,P030,1,18.35,18.35,0,FALSE,
43019e0d4e29,1/28/2019,S007,P004,1,120.42,120.42,0,FALSE,
05e560905789,1/5/2019,S024,P046,3,43.47,130.41,0,FALSE,
309aa329e6e8,1/30/2019,S006,P108,1,31.51,31.51,19.58,FALSE,
74e3dae71b87,1/27/2019,S010,P020,1,71.42,71.42,0,FALSE,
cbeb259bb2a6,1/2/2019,S013,P046,1,43.47,43.47,0,FALSE,
4f6e3d366a7b,1/13/2019,S003,P018,2,21.43,42.86,0,FALSE,
6aae83029552,1/10/2019,S010,P084,1,97.31,97.31,0,FALSE,
9349b6344868,1/10/2019,S008,P145,2,26.76,53.52,0,FALSE,
9c0fc0b3d352,1/12/2019,S021,P127,5,98.44,492.2,0,FALSE,
69e8b0d99a32,1/18/2019,L001_WEB,P063,1,80.51,80.51,0,TRUE,Gift Return
ca7e5c3b6d28,1/12/2019,L001_WEB,P003,4,55.9,223.6,29.28,FALSE,
3b432609ed3e,1/24/2019,S023,P079,1,47.14,47.14,0,FALSE,
a6aa505953df,1/16/2019,S021,P016,4,92.17,368.68,126.84,FALSE,
6ae96d4fa2a3,1/8/2019,S003,P134,1,114.82,114.82,0,FALSE,
9e9c2794ef3a,1/24/2019,S010,P022,1,63.84,63.84,0,FALSE,
57d351aea489,1/13/2019,L001_WEB,P020,1,63.12,63.12,8.3,FALSE,
30db3f19b4fa,1/10/2019,L001_WEB,P067,2,22.25,44.5,0,FALSE,
ce12a5aadd82,1/27/2019,S003,P084,1,97.31,97.31,0,FALSE,
e00f89d1fc1b,1/7/2019,L001_WEB,P035,2,104.32,208.64,0,FALSE,
4a194a615a1e,1/6/2019,S008,P116,1,119.86,119.86,0,FALSE,
d960cc274253,1/31/2019,L001_WEB,P054,1,116.79,116.79,0,FALSE,
141e6a28cf22,1/3/2019,S024,P041,2,82.04,164.08,84.88,FALSE,
0d32498e8e83,1/7/2019,S025,P084,1,97.31,97.31,0,FALSE,
69b086d8aa4a,1/13/2019,S013,P132,1,62.39,62.39,0,FALSE,
41bfffb68fe8,1/6/2019,S006,P008,4,49.37,197.48,0,FALSE,
a7521996cc4d,1/18/2019,L001_WEB,P064,1,26.57,26.57,0,FALSE,
0efd3d60ee35,1/4/2019,S018,P004,1,120.42,120.42,0,FALSE,
512a87dfb583,1/7/2019,S012,P103,1,51.56,51.56,0,FALSE,
eb7eed02386d,1/19/2019,L001_WEB,P067,3,18.92,56.76,9.99,FALSE,
a553326e66f0,1/21/2019,S022,P114,2,89.06,178.12,27.74,FALSE,
51c50358a389,1/4/2019,S018,P011,3,24.71,74.13,12.3,FALSE,
0187fe9f3568,1/24/2019,S023,P102,1,58.48,58.48,23.35,FALSE,
7bf9bde426a6,1/30/2019,S014,P048,1,68.61,68.61,0,FALSE,
e982be02ebc5,1/20/2019,S009,P063,1,80.51,80.51,0,FALSE,
c5b81dc92fe6,1/16/2019,S001,P016,1,123.88,123.88,0,FALSE,
d773d3665c43,1/21/2019,S023,P135,1,69.04,69.04,0,FALSE,
9.44162E+11,1/1/2019,S020,P098,2,76.36,152.72,68.26,FALSE,
0da4764fae48,1/30/2019,L001_WEB,P145,1,26.76,26.76,0,FALSE,
cf81912c7bbb,1/11/2019,L001_WEB,P057,1,69.51,69.51,0,FALSE,
1f3f3f494550,1/26/2019,L001_WEB,P121,1,110.07,110.07,0,FALSE,
cf66766eae17,1/6/2019,S018,P026,1,58.83,58.83,0,FALSE,
f0490c6253c1,1/26/2019,S025,P015,2,44.19,88.38,0,FALSE,
90bf922451c7,1/26/2019,L001_WEB,P100,1,111.84,111.84,0,FALSE,
7e5f64875462,1/6/2019,S009,P061,1,49.75,49.75,0,FALSE,
08ab8a68696a,1/30/2019,L001_WEB,P008,2,49.37,98.74,0,FALSE,
6b84046e6b43,1/5/2019,S024,P145,3,26.76,80.28,0,FALSE,
b979b9feebcd,1/16/2019,S019,P139,1,68.01,68.01,0,FALSE,
aaae90e39386,1/8/2019,S019,P057,1,69.51,69.51,0,FALSE,
6d9c99803736,1/20/2019,S003,P052,2,38.5,77,0,FALSE,
66c8c29c9296,1/26/2019,S001,P083,1,53.69,53.69,0,FALSE,
a5a163db8122,1/5/2019,L001_WEB,P029,2,29.94,59.88,0,FALSE,
9f9c15fca2c1,1/12/2019,L001_WEB,P102,1,81.83,81.83,0,FALSE,
0a7a69d06c0a,1/6/2019,S020,P112,2,48.7,97.4,0,FALSE,
192e5b4498f5,1/6/2019,S018,P144,1,98.47,98.47,0,FALSE,
b525a7555bba,1/8/2019,S025,P045,1,114.88,114.88,0,FALSE,
b1128e274401,1/6/2019,S025,P001,3,94.61,283.83,0,FALSE,
5f432f1da9be,1/25/2019,S007,P146,1,124.99,124.99,0,FALSE,
e372d6d05f94,1/31/2019,S016,P057,1,69.51,69.51,0,FALSE,
fb969b1afcda,1/11/2019,S023,P020,1,71.42,71.42,0,FALSE,
ff63a29b4ff4,1/29/2019,S019,P023,2,124.71,249.42,0,FALSE,
4f38da62e164,1/11/2019,L001_WEB,P115,1,73.15,73.15,0,FALSE,
552b03e9d4ec,1/12/2019,S003,P066,2,118.75,237.5,0,FALSE,
c8aabf8af34d,1/15/2019,L001_WEB,P108,4,51.09,204.36,0,FALSE,
ff471be3de0e,1/13/2019,S024,P090,1,77.81,77.81,32.7,FALSE,
2ad43ca98f72,1/21/2019,S009,P058,1,50.67,50.67,7.88,FALSE,
2.27507E+11,1/11/2019,L001_WEB,P067,4,20.76,83.04,5.96,FALSE,
d4847ef4023e,1/24/2019,S012,P020,1,71.42,71.42,0,FALSE,
70bd7de660f7,1/20/2019,S010,P124,2,103.75,207.5,0,FALSE,
fa9f165f2ff4,1/20/2019,L001_WEB,P112,1,48.7,48.7,0,FALSE,
308c770ddfa9,1/7/2019,L001_WEB,P105,1,73.63,73.63,0,FALSE,
25a08c923439,1/9/2019,S012,P073,1,37.17,37.17,3.64,FALSE,
bce8a06160e3,1/16/2019,S006,P040,1,77.32,77.32,21.49,FALSE,
46e490e31802,1/21/2019,S016,P123,1,41.66,41.66,3,FALSE,
33e061db2cc8,1/3/2019,S006,P122,2,26.53,53.06,20.58,FALSE,
8c18a9088c78,1/22/2019,S019,P068,1,80.45,80.45,0,FALSE,
4dead10b6631,1/29/2019,S007,P098,1,110.49,110.49,0,FALSE,
2f55402afaee,1/15/2019,S007,P068,1,80.45,80.45,0,FALSE,
797cbcc53b33,1/25/2019,S020,P025,1,58.89,58.89,26.25,FALSE,
b079a6c1cb8f,1/19/2019,S001,P059,1,102.01,102.01,0,FALSE,
e65dee6da04f,1/14/2019,L001_WEB,P138,1,59.61,59.61,0,FALSE,
dd51f63f2dd6,1/8/2019,L001_WEB,P122,1,36.82,36.82,0,FALSE,
fc697f83cf95,1/2/2019,S015,P129,1,94.35,94.35,0,FALSE,
67b01a81f163,1/20/2019,S010,P038,1,31.46,31.46,0,FALSE,
135c77657dbb,1/6/2019,S013,P055,2,87.78,175.56,0,FALSE,
1cbf78781ca4,1/22/2019,L001_WEB,P112,1,48.7,48.7,0,FALSE,
3522baf738d4,1/20/2019,L001_WEB,P067,1,22.25,22.25,0,FALSE,
3be648f8afd9,1/3/2019,L001_WEB,P100,1,111.84,111.84,0,FALSE,
4b28597bfc38,1/17/2019,L001_WEB,P118,3,38.89,116.67,15.93,FALSE,
18eeb7aac1a9,1/26/2019,S008,P108,1,51.09,51.09,0,FALSE,
c573707db91b,1/19/2019,L001_WEB,P026,3,58.83,176.49,0,FALSE,
1aa3e9e956b0,1/10/2019,S002,P138,2,59.61,119.22,0,FALSE,
552ae7a838c4,1/21/2019,S022,P125,1,105.21,105.21,0,FALSE,
356d3452fd23,1/13/2019,L001_WEB,P037,1,70,70,0,FALSE,
c8efbcbd77d0,1/13/2019,S005,P085,1,23.51,23.51,2.54,FALSE,
77d283ad8191,1/12/2019,S016,P006,1,46.3,46.3,0,FALSE,
3ac216698779,1/27/2019,L001_WEB,P126,2,97.57,195.14,0,FALSE,
e85e12df77c0,1/8/2019,S010,P035,1,104.32,104.32,0,FALSE,
95043ab178c5,1/11/2019,S020,P069,2,89.66,179.32,0,FALSE,
8d7e1ca04f10,1/15/2019,S023,P055,3,61.72,185.16,78.18,FALSE,
1984359aa0d7,1/12/2019,L001_WEB,P015,1,44.19,44.19,0,FALSE,
1fa01e0a48f5,1/17/2019,S022,P104,1,38.34,38.34,0,FALSE,
9fd9e4f27670,1/1/2019,S004,P045,1,114.88,114.88,0,FALSE,
dde90cb62dff,1/8/2019,L001_WEB,P009,1,93.39,93.39,0,FALSE,
f90182dc8d0c,1/9/2019,S003,P095,2,105.37,210.74,0,FALSE,
587afe70d049,1/4/2019,S025,P008,1,49.37,49.37,0,FALSE,
474b13a0ad88,1/31/2019,S004,P122,1,36.82,36.82,0,FALSE,
7b2ca7344b0a,1/29/2019,L001_WEB,P067,2,22.25,44.5,0,FALSE,
efbde86a2c24,1/13/2019,S010,P013,1,40.42,40.42,0,FALSE,
f608069af352,1/28/2019,L001_WEB,P057,1,69.51,69.51,0,FALSE,
b09e8e1d62da,1/14/2019,L001_WEB,P132,1,62.39,62.39,0,FALSE,
01da557cd00b,1/1/2019,L001_WEB,P122,3,36.82,110.46,0,FALSE,
84353ca95e26,1/1/2019,L001_WEB,P058,1,58.55,58.55,0,FALSE,
b9f1698347e4,1/31/2019,L001_WEB,P071,1,117.4,117.4,0,FALSE,
18b0a6cda29b,1/9/2019,L001_WEB,P056,1,108.81,108.81,0,FALSE,
2c900757365a,1/13/2019,S011,P150,1,119.41,119.41,0,FALSE,
02497ccb39f0,1/27/2019,L001_WEB,P096,1,105.8,105.8,0,FALSE,
22bc666cdb37,1/22/2019,L001_WEB,P028,1,112.67,112.67,0,FALSE,
88aa0b7f9fc8,1/11/2019,S021,P071,1,117.4,117.4,0,FALSE,
0c6b2b0021e8,1/10/2019,S004,P049,1,28.37,28.37,0,FALSE,
b1d33aa422b9,1/26/2019,S012,P104,1,38.34,38.34,0,FALSE,
6f53aeb9d4f6,1/21/2019,L001_WEB,P128,5,85.06,425.3,0,FALSE,
2d838bb5d04c,1/13/2019,L001_WEB,P010,1,48.96,48.96,0,FALSE,
aff69611479a,1/11/2019,L001_WEB,P057,1,69.51,69.51,0,FALSE,
3df85b9eac97,1/31/2019,L001_WEB,P092,1,89.68,89.68,0,FALSE,
15d8c84faff3,1/29/2019,L001_WEB,P143,1,62.46,62.46,4.19,FALSE,
ef2e14895810,1/26/2019,L001_WEB,P144,2,98.47,196.94,0,FALSE,
6d9dfbdc269a,1/11/2019,L001_WEB,P023,1,124.71,124.71,0,FALSE,
23d6f808b060,1/14/2019,L001_WEB,P085,1,26.05,26.05,0,FALSE,
757d65e2f905,1/4/2019,S003,P121,1,110.07,110.07,0,FALSE,
fcec1b764708,1/20/2019,L001_WEB,P019,1,25.08,25.08,0,FALSE,
bfdfc2b742ba,1/22/2019,L001_WEB,P098,1,110.49,110.49,0,FALSE,
1ac222f1567f,1/5/2019,S005,P036,5,111.95,559.75,0,FALSE,
1906b5af1049,1/29/2019,S013,P118,1,44.2,44.2,0,FALSE,
cd3f5aaca53d,1/3/2019,L001_WEB,P125,1,105.21,105.21,0,FALSE,
cc881e40d79c,1/2/2019,S017,P002,1,81.05,81.05,0,FALSE,
7ac3c651ef12,1/19/2019,S010,P041,1,124.48,124.48,0,FALSE,
6cd33d8337bb,1/20/2019,L001_WEB,P112,1,48.7,48.7,0,FALSE,
ed3229630925,1/13/2019,S020,P002,1,58.79,58.79,22.26,TRUE,Wrong Shade
209a0b91499e,1/25/2019,S022,P136,1,59.73,59.73,0,FALSE,
7bf27978d389,1/8/2019,L001_WEB,P058,1,58.55,58.55,0,FALSE,
13764f648610,1/13/2019,L001_WEB,P129,1,94.35,94.35,0,FALSE,
1b12a496292e,1/10/2019,S017,P075,1,34.88,34.88,0,FALSE,
797a044a25d0,1/14/2019,S015,P035,1,104.32,104.32,0,FALSE,
47d50fef6a05,1/7/2019,L001_WEB,P043,3,54.18,162.54,0,FALSE,
764c4f7b1071,1/8/2019,L001_WEB,P058,2,58.55,117.1,0,FALSE,
5f73f6523f55,1/19/2019,L001_WEB,P130,1,52.21,52.21,0,FALSE,
9b57b06e7d63,1/2/2019,S004,P097,2,88.62,177.24,0,FALSE,
9cb9b37b42d4,1/2/2019,S010,P013,1,40.42,40.42,0,TRUE,Gift Return
5efa55410dda,1/4/2019,L001_WEB,P107,1,88.98,88.98,0,FALSE,
344c865e3bf1,1/23/2019,S003,P040,1,98.81,98.81,0,TRUE,Wrong Shade
145f109915f6,1/22/2019,S015,P026,1,58.83,58.83,0,FALSE,
bed0fc928cf3,1/5/2019,L001_WEB,P108,2,51.09,102.18,0,FALSE,
c2d3b5347ffc,1/4/2019,L001_WEB,P073,1,40.81,40.81,0,FALSE,
34af4617a136,1/7/2019,S014,P068,2,80.45,160.9,0,FALSE,
d70f511e84d6,1/14/2019,S021,P076,1,87.98,87.98,0,FALSE,
6c32b49b1fe2,1/23/2019,S005,P124,1,91.59,91.59,12.16,FALSE,
384f618b5296,1/27/2019,S006,P147,1,19.82,19.82,5.52,FALSE,
75757ad48798,1/24/2019,L001_WEB,P026,3,58.83,176.49,0,FALSE,
d5d8dc0cbbe0,1/10/2019,S002,P068,1,61.55,61.55,18.9,FALSE,
48666ad8fd37,1/10/2019,S006,P093,2,66.7,133.4,71.1,FALSE,
1cc4474ef78e,1/25/2019,L001_WEB,P012,1,107.25,107.25,0,FALSE,
0baaf096d56a,1/11/2019,L001_WEB,P092,2,89.68,179.36,0,FALSE,
dd017c3dc6db,1/24/2019,L001_WEB,P024,1,27.73,27.73,0,FALSE,
07219817383d,1/13/2019,L001_WEB,P117,1,104.3,104.3,0,FALSE,
a187031ec5f8,1/26/2019,L001_WEB,P108,1,51.09,51.09,0,FALSE,
295353fed160,1/23/2019,L001_WEB,P016,5,123.88,619.4,0,FALSE,
fd605e6dd87b,1/30/2019,L001_WEB,P124,2,103.75,207.5,0,FALSE,
15f08b2b1cab,1/13/2019,L001_WEB,P092,1,89.68,89.68,0,FALSE,
6d29ea06b960,1/24/2019,S021,P034,1,43.75,43.75,26.53,FALSE,
75fd93565acc,1/3/2019,S009,P067,1,19.21,19.21,3.04,FALSE,
b703f4b75745,1/24/2019,S012,P148,2,39.33,78.66,0,FALSE,
60925a827f5a,1/28/2019,S017,P087,1,22.48,22.48,0,FALSE,
4bb99d6830a9,1/14/2019,S005,P064,1,26.57,26.57,0,FALSE,
1dfd7a484d31,1/5/2019,L001_WEB,P143,2,66.65,133.3,0,TRUE,Changed Mind
7ed098f7ad35,1/17/2019,S006,P121,2,110.07,220.14,0,FALSE,
38a62c9ea153,1/16/2019,S008,P083,1,53.69,53.69,0,FALSE,
91227447cedf,1/8/2019,S015,P141,1,86.77,86.77,0,FALSE,
e3663bb4273a,1/15/2019,S002,P114,2,64.71,129.42,76.44,FALSE,
bbc4263514a5,1/4/2019,L001_WEB,P128,2,77.38,154.76,15.36,FALSE,
23de34e63ca8,1/18/2019,L001_WEB,P001,2,94.61,189.22,0,FALSE,
6c3a70477baa,1/21/2019,L001_WEB,P078,2,30.35,60.7,0,FALSE,
a8a60c6da174,1/15/2019,S011,P088,1,30.58,30.58,9.9,FALSE,
0f9827bdffdb,1/18/2019,S008,P122,2,36.82,73.64,0,FALSE,
